,name,smiell
656,Suramin,Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
657,Olsalazine,OC(=O)c1cc(ccc1O)N=Nc2ccc(O)c(c2)C(=O)O
658,Biricodar,N1([C@@H](CCCC1)C(=O)OC(CCCc1cnccc1)CCCc1cnccc1)C(=O)C(c1cc(c(c(c1)OC)OC)OC)=O
659,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
660,Laropiprant,CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)O)Cc4ccc(cc4)Cl)F
661,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5
662,Chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(=N(=O)C1)c3ccccc3
663,Ro25-6833,[H]N([H])c1nc(cs1)C(C(N([H])[C@@H]1C(N2C(=C(CS[C@H]12)C=C1CCN(CC(F)(F)F)C1=O)C(=O)O[H])=O)=O)=NO[H]
664,LY2140023,S1(=O)(=O)C[C@@]([C@H]2[C@@H]1[C@@H]2C(=O)O)(NC(=O)[C@H](CCSC)N)C(=O)O
665,Terbutaline,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
666,TAS-106,[C@H]1(n2c(=O)nc(cc2)N)O[C@@H]([C@]([C@H]1O)(O)C#C)CO
667,Trimipramine,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
668,Mibenratide,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)O)CC(=O)O)C)CCC(=O)N)C(C)C)Cc3ccccc3)CC(=O)O)CO)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)Cc5ccc(cc5)O)CC(=O)N)CC(=O)O)CCCCN)CCCNC(=N)N)CCCNC(=N)N
669,Lurtotecan,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc6c(cc5c4CN7CCN(CC7)C)OCCO6)O
670,Sufentanil,CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2
671,Alcuronium,OC\C=C/1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C5=CN6[C@H]7C(=CN([C@H]35)c8ccccc48)[C@H]9C[C@H]%10[C@@]7(CC[N@@+]%10(CC=C)C/C/9=C/CO)c%11ccccc6%11
672,Isoniazide,NNC(=O)c1ccncc1
673,Prilocaine,CCCNC(C)C(=O)Nc1ccccc1C
674,Sulmazole,[H]n1c2cccnc2nc1c1ccc(cc1OC)S(C)=O
675,Didanosine,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23
676,Nifekalant,n1(c(=O)n(c(=O)cc1NCC[N@@](CCCc1ccc(cc1)[N+](=O)[O-])CCO)C)C
677,Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C
678,Iopromide,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
679,Phentolamine,N(c1cc(ccc1)O)(c1ccc(C)cc1)CC=1NCCN1
680,Methicillin,COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
681,Eltoprazine,O1c2cccc(c2OCC1)N1CCNCC1
682,Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
683,Doxofylline,c12c(n(c(=O)n(c2=O)C)C)ncn1CC1OCCO1
684,Rolitetracycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5[C@@]3(C)O
685,GSK2140944,c1cc(=O)n2c3c1ncc(=O)n3[C@@H](C2)CN4CCC(CC4)NCc5cc6c(cn5)OCCC6
686,Piperphentonamine,Oc1ccc(cc1)/C=C/C(=O)CCN(C)CCc2ccc3OCOc3c2
687,Bromopride,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
688,Ceftazidime,CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)O
689,Ortataxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]5(C2(C)C)[C@H]([C@@H]1OC(=O)[C@@H]([C@H](CC(C)C)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C
690,Latanoprost,C([C@@H]1[C@H]([C@H](O)C[C@@H]1O)CC[C@H](CCc1ccccc1)O)\C=C\CCCC(OC(C)C)=O
691,Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
692,Coumarin,c12c(ccc(o1)=O)cccc2
693,Zalcitabine,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2
694,Cephacetrile,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC#N)SC1)C(=O)O
695,Troxacitabine,NC1=NC(=O)N(C=C1)[C@@H]2CO[C@H](CO)O2
696,Idazoxan,C1CN=C(N1)C2COc3ccccc3O2
697,Mepindolol,Cc1cc2c([nH]1)cccc2OCC(CNC(C)C)O
698,Danazol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=Cc5c(cno5)C[C@]34C
699,Tolterodine,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C
700,Falipamil,C1(c2cc(c(OC)cc2CN1CCC[N@@](CCc1cc(c(cc1)OC)OC)C)OC)=O
701,Vernakalant,c1(c(cc(cc1)CCO[C@H]1[C@@H](CCCC1)N1C[C@@H](CC1)O)OC)OC
702,Ketanserin,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2
703,Brivaracetam,CCC[C@H]1CN([C@@H](CC)C(=O)N)C(=O)C1
704,Dichloroacetic Acid,OC(=O)C(Cl)Cl
705,Nicorandil,c1(C(NCCO[N+](=O)[O-])=O)cccnc1
706,Biapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)[O-])SC3C[n+]4cncn4C3
707,Folinic acid,NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1
708,Tianeptine,c1(cc2c(cc1)[C@@H](c1c(cccc1)N(S2(=O)=O)C)NCCCCCCC(O)=O)Cl
709,Hydroflumethiazide,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F
710,Bromazepam,Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1
711,Tranexamic acid,NC[C@@H]1CC[C@H](CC1)C(=O)O
712,Tazobactam,S1([C@@]([C@@H](N2C(=O)C[C@@H]12)C(O)=O)(Cn1ccnn1)C)(=O)=O
713,Hydroxymidazolam,c1cc2n3c(cnc3CO)CN=C(c3ccccc3F)c2cc1Cl
714,Cimetidine,CN\C(=N/CCSCc1nc[nH]c1C)\NC#N
715,Ethinylestradiol-17-Sulfate,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(OS(=O)(=O)O)C#C
716,Nomifensine,CN1CC(c2ccccc2)c3cccc(N)c3C1
717,XK469R,CC(C(=O)O)Oc1ccc(cc1)Oc2cnc3ccc(cc3n2)Cl
718,Amezinium,c1c(cc([n+](n1)c1ccccc1)OC)N
719,R 82913,c1c(cc2[nH]c(n3C[C@@H]([N@@](Cc1c23)C\C=C(\C)C)C)=S)Cl
720,Lorcainide,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3
721,Trospium,c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O
722,Gliclazide,C1[C@@H]2[C@@H](CN1NC(NS(c1ccc(C)cc1)(=O)=O)=O)CCC2
723,Nintedanib,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5
724,Meperidine,CCOC(=O)C1(CCN(C)CC1)c2ccccc2
725,Erlotinib,n1cnc(c2cc(c(cc12)OCCOC)OCCOC)Nc1cc(ccc1)C#C
726,"Acetylcysteine, N-",CC(=O)N[C@@H](CS)C(=O)O
727,Levonorgestrel,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
728,CUDC-101,COc1cc2c(cc1OCCCCCCC(=O)NO)c(ncn2)Nc3cccc(c3)C#C
729,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
730,Hypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c56
731,Pravastatin ,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
732,Ibrutinib,C=CC(=O)N1CCCC(C1)[n@]2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N
733,Amdinocillin,CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
734,CG200745,CN(C)CCCNC(=O)\C(=C\CCCCC(=O)NO)\COc1cccc2ccccc12
735,Procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
736,AZD4877,Cc1ccc(cc1)C(=O)N(CCCN)C(c2nc3c(c(ns3)C)c(=O)n2Cc4ccccc4)C(C)C
737,Degarelix,c1(cc2ccccc2cc1)C[C@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](CO)C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N1[C@@H](C(N[C@@H](C(N)=O)C)=O)CCC1)=O)CCCCNC(C)C)=O)CC(C)C)=O)Cc1ccc(cc1)NC(N)=O)=O)Cc1ccc(cc1)NC([C@H]1CC(NC(N1)=O)=O)=O)=O)=O)Cc1cnccc1)=O)Cc1ccc(cc1)Cl)=O)NC(C)=O
738,Tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC
739,Mepivacaine,CN1CCCCC1C(=O)Nc2c(C)cccc2C
740,Estradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
741,Azapropazone,CCCC1C(=O)N2N(C1=O)c3cc(C)ccc3N=C2N(C)C
742,Guanfacine,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl
743,Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
744,Ranitidine,CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1
745,Metadoxine,Cc1c(c(c(cn1)CO)CO)O.C1CC(=O)N[C@@H]1C(=O)
746,Nizatidine,CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1
747,Teicoplanin A2-4,C([C@@H](CC)C)CCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO
748,Sulfamethoxazole,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1
749,Cephapirin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(=O)O
750,Gisadenafil,C(C)c1c2c(nn1CCOC)c(=O)nc([nH]2)c1c(OCC)ncc(c1)S(=O)(=O)N1CCN(CC1)CC
751,Didemnin B,N1(C([C@H]2N(C([C@@H](NC([C@H](C([C@@H](OC(C[C@@H]([C@H](NC([C@H]([C@H](OC([C@@H]1Cc1ccc(cc1)OC)=O)C)NC([C@H](N(C([C@H]1N(C(=O)[C@@H](O)C)CCC1)=O)C)CC(C)C)=O)=O)[C@H](CC)C)O)=O)C(C)C)=O)C)=O)CC(C)C)=O)CCC2)=O)C
752,Telcagepant,O=c1n(c2c([nH]1)nccc2)C1CCN(CC1)C(=O)N[C@H]1C(=O)N(CC(F)(F)F)C[C@@H](CC1)c1c(F)c(F)ccc1
753,Toloxatone,Cc1cccc(c1)N2CC(CO)OC2=O
754,Dipyridamole,c12c(c(N3CCCCC3)nc(n2)N(CCO)CCO)nc(N(CCO)CCO)nc1N1CCCCC1
755,Basimglurant,Cc1c(nc(n1c2ccc(cc2)F)C)C#Cc3ccnc(c3)Cl
756,Bimatoprost,C(\[C@@H]1[C@H]([C@@H](O)C[C@H]1O)C\C=C/CCCC(=O)NCC)=C\[C@H](CCc1ccccc1)O
757,XG-102,C[C@@H]([C@H](C(=O)N[C@H]([C@H](C)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)N3CCC[C@@H]3C(=O)N4CCC[C@@H]4C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc5ccccc5)NC(=O)[C@H]6CCCN6C(=O)[C@@H](CCC(=O)N)NC(=O)[C@@H](C(C)C)NC(=O)[C@H]7CCCN7C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CCC(=O)N)NC(=O)[C@@H](CC(=O)O)N)O
758,Esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
759,Viloxazine,CCOc1ccccc1OCC2CNCCO2
760,KRN-5500,CCCCCCCCC\C=C\C=C\C(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](Nc2[nH]cnc3ncnc23)O[C@H]1[C@@H](O)CO
761,Doxapram,CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4
762,Sobrerol,CC1=CC[C@H](C[C@@H]1O)C(C)(C)O
763,Milnacipran,C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN
764,Nortriptyline,CNCCC=C1c2ccccc2CCc3ccccc13
765,LY2090314,C1(C2C3C(N(C(C=3C(N=C(N3C=CC4)C=4)=C3)=O)[H])=O)[C@@H](N(C=2)C2)[C@@H](C=C(C=1)F)CN(C2)C(=O)N(CCCC1)C1
766,Cefpirome,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3cccc4CCCc34)\c5csc(N)n5
767,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
768,Laniquidar,COC(c1cnc2C(=C3CCN(CC3)CCc3ccc(cc3)OCc3ccc4ccccc4n3)c3ccccc3CCn12)=O
769,Sparfloxacin,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
770,Cilengitide,N1(C)C([C@H](NC([C@@H](NC(CNC([C@H](CCCNC(N)=N)NC([C@@H]1C(C)C)=O)=O)=O)CC(=O)O)=O)Cc1ccccc1)=O
771,Phenytoin,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3
772,Doxacurium,COc1cc(CC2c3c(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]4(C)CCc5cc(OC)c(OC)c(OC)c5C4Cc6cc(OC)c(OC)c(OC)c6)cc(OC)c(OC)c3OC)cc(OC)c1OC
773,Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4
774,Dimetindene,C=1(c2c(cccc2)CC1CCN(C)C)[C@@H](c1ccccn1)C
775,Pantoprazole,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
776,Triamcinolone Acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
777,Drotaverine,CCOc1ccc(\C=C\2/NCCc3cc(OCC)c(OCC)cc23)cc1OCC
778,Tirofiban,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
779,Alizapride,COc1cc2nn[nH]c2cc1C(=O)NCC3CCCN3CC=C
780,Eletriptan,CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23
781,Fosphenytoin,C1(c2ccccc2)(c2ccccc2)C(=O)N(C(=O)N1)COP(=O)(O)O
782,Mirabegron,O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3
783,Acamprosate,OS(=O)(=O)CCCNC(=O)C
784,Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO
785,Tofogliflozin,CCc1ccc(cc1)Cc2ccc3c(c2)[C@]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC3
786,Encainide,COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C
787,Dopamine,c1(cc(c(O)cc1)O)CCN
788,Loxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
789,Ertapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O
790,Alpiropride,C1C[N@@]([C@@H](C1)CNC(c1c(cc(c(c1)S(NC)(=O)=O)N)OC)=O)CC=C
791,Gadobenate ,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O
792,SAR 125844,O=C(NC1=NC2=CC=C(C=C2S1)SC3=NN=C4C=CC(C5=CC=C(C=C5)F)=NN43)NCCN6CCOCC6
793,Betamipron,OC(=O)CCNC(=O)c1ccccc1
794,Caffeine,CN1C(=O)N(C)c2ncn(C)c2C1=O
795,Sulpiride,c1(c(ccc(c1)S(=O)(=O)N)OC)C(NC[C@@H]1[N@@](CCC1)CC)=O
796,NBI-1,C[C@H](c1c2ccccc2sc1CCN(C)C)c1ccccn1
797,Dobesilic acid,O=S(=O)(O)c1c(O)ccc(O)c1
798,Citalopram,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3
799,Sotalol,CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1
800,Acivicin,N[C@@H]([C@@H]1CC(=NO1)Cl)C(=O)O
801,Tenoxicam,CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3
802,Silodosin,C(O)CCN1c2c(cc(C[C@H](NCCOc3c(cccc3)OCC(F)(F)F)C)cc2CC1)C(=O)N
803,Rucaparib,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34
804,Beclabuvir,CN1C[C@H]2CC[C@@H](C1)N2C(=O)[C@]34C[C@H]3c5cc(ccc5-c6c(c7ccc(cc7n6C4)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8)OC
805,Tirilazad,C1(C=C[C@@]2(C3=CC[C@@]4([C@H]([C@@H](C[C@@H]4[C@@H]3CCC2=C1)C)C(CN1CCN(CC1)c1nc(nc(c1)N1CCCC1)N1CCCC1)=O)C)C)=O
806,Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
807,Melphalan,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O
808,Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23
809,Tomopenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3C[C@H](N(C)C3)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N
810,"Hydroxycotinine, 3'-",CN1[C@@H](C[C@@H](O)C1=O)c2cccnc2
811,INO-1001,C(=O)(N)c1cc(N)ccc1
812,Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O
813,Flucloxacillin,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
814,Iohexol,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
815,Tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N
816,Dinaciclib,c1(cc(nc2n1ncc2CC)N1[C@@H](CCCC1)CCO)NCc1cn(=O)ccc1
817,Fusidate sodium,C(=O)([O-])C(=C1\[C@@H](OC(=O)C)C[C@@]2([C@@]3(CC[C@H]4[C@@H]([C@@H](CC[C@@]4(C)[C@@H]3[C@H](O)C[C@@H]12)O)C)C)C)\CC\C=C(\C)C
818,Tedizolid,Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4C[C@@H](OC4=O)CO
819,Sinitrodil,C(CON(=O)=O)N1COc2ccccc2C1=O
820,Rilmenidine,C1CC1C(C2CC2)NC3=NCCO3
821,"Tetrahydrocannabinol,11-Nor-9-carboxy-D9-",CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C(=O)O)(C)C)O
822,Nemonoxacin,C(C(=C(N1C2CC2)C(=C2N(C[C@](C[C@]3([H])C)(N)[H])C3)OC)C=C2)(C(=C1)C(O)=O)=O
823,Temocillin,N12[C@H](C(S[C@@H]2[C@](C1=O)(OC)NC(=O)[C@@H](c1cscc1)C(=O)O)(C)C)C(=O)O
824,Levomepromazine,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
825,ME-344,Cc1c(ccc2c1OC[C@H]([C@H]2c3ccc(cc3)O)c4ccc(cc4)O)O
826,NBI-4,C[C@@H](c1cccnc1F)c1c2ccccc2sc1CCN(C)C
827,Ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
828,Tigecycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
829,Mipomersen,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])S[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])S[C@H]4C[C@@H](O[C@@H]4COP(=O)([O-])S[C@H]5C[C@@H](O[C@@H]5COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(=O)[nH]c1=O)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cnc2c1nc([nH]c2=O)N)CO)n1cnc2c1ncnc2N)n1cnc2c1nc([nH]c2=O)N)n1cc(c(=O)[nH]c1=O)C)n1cc(c(nc1=O)N)C)n1cc(c(=O)[nH]c1=O)C)n1cnc2c1nc([nH]c2=O)N)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(=O)[nH]c1=O)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cnc2c1ncnc2N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)O
830,Amsacrine,COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24
831,Bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O
832,Fleroxacin,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
833,Edotecarin,OCC(CO)NN1C(=O)c2c(C1=O)c3c4ccc(O)cc4n([C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c3c6[nH]c7cc(O)ccc7c26
834,CDK-712,C([C@H]1c2c(cc(c(c2)O)O)CCN1)c1c2c(ccc1)cccc2
